IDnum,GSSyear,sex,race,Age,maritalstatus,PlaceLived16,Region16,BornHere,ageism,racism,HighestDegree,DegreeField,baEarnRate,collStudEnroll,colltype,income,hrsLastWk,jobstatus,selfEmploy,GovOrPriv,IndusCode,pctColleagueWdegree
429,2012,Male,White,63,Divorced,City gt 250000,W. sou. central,Yes,No,No,Bachelor,Political science,40-57.9%,468+,"Public, 4-year or above",Not applicable,50,Working fulltime,Self-employed,Private,Real estate,69
430,2014,Male,Black,25,Never married,Big-city suburb,Foreign,No,No,No,Bachelor,Not applicable,40-57.9%,468+,"Public, 4-year or above",$7000 to 7999,45,Working fulltime,Someone else,Private,Other telecommunications services,56
430,2012,Female,White,44,Married,Big-city suburb,W. nor. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Real estate,66
431,2014,Female,Black,42,Never married,50000 to 250000,Foreign,No,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,Not applicable,School,Someone else,Private,Not specified retail trade,56
431,2012,Female,White,87,Widowed,50000 to 250000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Self-employed,Private,Elementary and secondary schools,99
432,2014,Female,Black,46,Married,City gt 250000,Foreign,No,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Not applicable,Not applicable,Not applicable,0
432,2012,Female,White,50,Married,50000 to 250000,W. sou. central,Yes,No,No,Bachelor,Not applicable,0-39.9%,468+,"Public, 4-year or above",Don't know,45,Working fulltime,Someone else,Private,Banking and related activities,83
433,2012,Female,Black,52,Divorced,Town lt 50000,Pacific,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Department stores and discount stores,47
433,2014,Female,White,89 or older,Widowed,50000 to 250000,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,"Groceries and related products, merchant wholesalers",56
434,2014,Female,Black,18,Never married,"Country,nonfarm",South atlantic,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,School,Not applicable,Not applicable,Not applicable,0
434,2012,Male,White,32,Married,"Country,nonfarm",W. sou. central,Yes,No,Yes,Junior college,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,65,Working fulltime,Self-employed,Private,"Machinery manufacturing, n.e.c.    ",77
435,2014,Male,White,41,Married,Big-city suburb,South atlantic,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,66,Working fulltime,Someone else,Private,Construction,59
435,2012,Male,White,43,Married,City gt 250000,Foreign,No,No,No,Graduate,Business administration,Not applicable,Not applicable,Not applicable,$25000 or more,50,Working fulltime,Someone else,Private,No answer,92
436,2012,Female,White,51,Married,Big-city suburb,E. nor. central,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,80,Working fulltime,Someone else,Private,Motor vehicles and motor vehicle equipment manufacturing,77
436,2014,Male,White,56,Married,Town lt 50000,South atlantic,Yes,No,No,Graduate,Business administration,0-39.9%,468+,"Private not-for-profit, 4-year or above",$25000 or more,60,Working fulltime,Someone else,Government,"Colleges and universities, including junior colleges",92
437,2014,Male,White,45,Married,50000 to 250000,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,60,Working fulltime,Self-employed,Private,"Machinery, equipment, and supplies, merchant wholesalers",65
437,2012,Male,White,58,Divorced,City gt 250000,E. nor. central,No,No,No,Graduate,Business administration,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,55,Working fulltime,Someone else,Private,Construction,95
438,2012,Female,White,75,Married,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Agricultural implement manufacturing,58
438,2014,Female,White,25,Never married,Big-city suburb,New england,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,60,Working fulltime,Someone else,Private,"Civic, social, advocacy organizations, and grantmaking and giving services",74
439,2012,Female,White,71,Married,City gt 250000,W. sou. central,Yes,Not applicable,Not applicable,Bachelor,History,58%+,468+,"Public, 4-year or above",Not applicable,Not applicable,Keeping house,Someone else,Private,"Securities, commodities, funds, trusts, and other financial investments",58
439,2014,Male,White,24,Never married,50000 to 250000,New england,Yes,Yes,No,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,15,Working fulltime,Self-employed,Private,Real estate,78
440,2014,Female,Other,25,Never married,Big-city suburb,E. nor. central,No,No,No,Graduate,Not applicable,Not applicable,468+,"Private not-for-profit, 4-year or above",Lt $1000,10,Working parttime,Someone else,Private,Elementary and secondary schools,52
440,2012,Female,White,72,Widowed,50000 to 250000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Automobile dealers,74
441,2012,Female,White,64,Divorced,50000 to 250000,W. sou. central,No,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,0,"Unempl, laid off",Someone else,Private,Hospitals,87
441,2014,Female,White,66,Never married,Town lt 50000,South atlantic,Yes,Not applicable,Not applicable,Bachelor,Humanities,58%+,468+,"Private not-for-profit, 4-year or above",0,0,Retired,Someone else,Private,Insurance carriers and related activities,92
442,2012,Female,White,35,Never married,Big-city suburb,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,"Unempl, laid off",Someone else,Private,Individual and family services,38
442,2014,Male,White,36,Married,50000 to 250000,New england,Yes,Not applicable,Not applicable,Graduate,Not applicable,58%+,468+,"Public, 4-year or above",$3000 to 3999,45,Working fulltime,Someone else,Private,Scientific research and development services,76
443,2012,Male,Black,34,Married,City gt 250000,W. sou. central,Yes,Yes,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Construction,28
443,2014,Male,White,65,Never married,50000 to 250000,New england,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Government,Postal service,52
444,2012,Male,Black,71,Married,Farm,W. sou. central,Yes,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Aircraft and parts manufacturing,38
444,2014,Male,White,44,Never married,Big-city suburb,New england,Yes,No,No,Graduate,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,50,Working fulltime,Someone else,Private,"Accounting, tax preparation, bookkeeping, and payroll services",94
445,2014,Male,White,78,Widowed,Town lt 50000,New england,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$8000 to 9999,23,Working parttime,Someone else,Private,"Auto parts, accessories, and tire stores",25
445,2012,Male,White,41,Divorced,Town lt 50000,Foreign,No,No,No,Bachelor,English,Not applicable,Not applicable,Not applicable,Not applicable,45,Working fulltime,Someone else,Private,Gasoline stations,35
446,2012,Male,White,34,Married,Town lt 50000,W. sou. central,Yes,No,Yes,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,50,Working fulltime,Someone else,Private,"Petroleum and petroleum products, merchant wholesalers",25
446,2014,Male,White,59,Married,Town lt 50000,South atlantic,Yes,Yes,No,Graduate,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,30,Working parttime,Self-employed,Private,"Electric power generation, transmission, and distribution",94
447,2012,Male,Black,50,Divorced,Farm,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,40,Working fulltime,Someone else,Government,Elementary and secondary schools,22
447,2014,Male,White,65,Married,50000 to 250000,New england,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,60,Working fulltime,Self-employed,Private,Paperboard containers and boxes,74
448,2012,Female,White,23,Never married,Town lt 50000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,35,Working fulltime,Someone else,Private,Traveler accommodation,74
448,2014,Female,White,41,Married,50000 to 250000,Middle atlantic,Yes,Not applicable,Not applicable,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",Not applicable,Not applicable,Keeping house,Someone else,Private,Computer systems design and related services,96
449,2012,Male,White,53,Divorced,Farm,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,"Machinery manufacturing, n.e.c.    ",34
449,2014,Female,White,60,Married,50000 to 250000,South atlantic,Yes,No,No,Graduate,Business administration,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,Wired telecommunications carriers,86
450,2012,Male,Black,64,Widowed,"Country,nonfarm",W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$5000 to 5999,0,Retired,Self-employed,Private,Truck transportation,25
450,2014,Male,Other,50,Married,50000 to 250000,New england,Yes,No,No,Bachelor,Geography,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,Administration of environmental quality and housing programs,99
451,2012,Male,White,41,Married,50000 to 250000,South atlantic,Yes,No,No,Graduate,Not applicable,58%+,468+,"Public, 4-year or above",Refused,40,Working fulltime,Someone else,Private,Industrial and miscellaneous chemicals,77
451,2014,Male,White,66,Never married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",0,0,Retired,Self-employed,Private,"Management, scientific, and technical consulting services",95
452,2012,Male,Black,46,Never married,Town lt 50000,South atlantic,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,40,Working fulltime,Someone else,Private,Pharmaceutical and medicine manufacturing,85
452,2014,Male,White,65,Divorced,City gt 250000,New england,Yes,Not applicable,Not applicable,Junior college,Engineering,58%+,468+,"Private not-for-profit, 4-year or above",Not applicable,Not applicable,Other,Self-employed,Private,"Structural metals, and boiler, tank, and shipping container manufacturing",91
453,2012,Male,White,54,Never married,Big-city suburb,E. nor. central,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",$15000 - 19999,40,Working fulltime,Self-employed,Private,Construction,22
453,2014,Male,Black,31,Married,50000 to 250000,New england,No,Not applicable,Not applicable,Graduate,Not applicable,40-57.9%,468+,"Private not-for-profit, 4-year or above",Don't know,Not applicable,School,Someone else,Private,"Colleges and universities, including junior colleges",83
454,2012,Male,White,67,Married,Big-city suburb,E. nor. central,Yes,No,No,Graduate,Health,40-57.9%,468+,"Public, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,Labor unions,77
454,2014,Male,White,32,Married,50000 to 250000,Middle atlantic,Yes,Not applicable,Not applicable,Graduate,Not applicable,40-57.9%,468+,"Private not-for-profit, 4-year or above",$20000 - 24999,45,Working fulltime,Someone else,Private,Outpatient care centers,100
455,2012,Female,White,53,Divorced,City gt 250000,South atlantic,Yes,No,No,Bachelor,English,58%+,468+,"Public, 4-year or above",$25000 or more,38,Working fulltime,Someone else,Private,Legal services,82
455,2014,Male,White,28,Married,Town lt 50000,New england,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,50,Working fulltime,Someone else,Private,Computer systems design and related services,93
456,2014,Female,Black,29,Divorced,City gt 250000,New england,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,Not applicable,School,Someone else,Private,Plastics product manufacturing,58
